Event,Team,Robot weight,Red bumper weight,Blue bumper weight
2026ndgf,9745,89.4,10.6,10.6
2026ndgf,10173,86.2,11.6,10.8
2026ndgf,11283,74.7,11.6,11.6
2026njfla,11,114.2,15,14.7
2026njfla,41,103.5,11.1,11.9
2026njfla,193,113.3,11.1,10.8
2026njfla,219,95.3,11.8,10.8
2026njfla,222,112.2,13.2,13.2
2026njfla,223,114.9,9.2,9.3
2026njfla,430,85.4,7.6,7.5
2026njfla,555,114.8,13.4,13
2026njfla,1626,105.6,9.8,9.6
2026njfla,1676,110.8,11.5,11
2026njfla,1811,91.8,10.3,10.3
2026njfla,3142,104.4,9.8,9.6
2026njfla,4652,68.8,9.6,9.9
2026njfla,4653,75.6,12.9,12.7
2026njfla,5624,65.2,14.7,14.7
2026njfla,5732,102.2,14.3,14.2
2026njfla,5992,114.8,13.8,13.1
2026njfla,6016,85.4,14.7,13.6
2026njfla,6860,63.4,12.8,12.8
2026njfla,6945,73.9,11.2,11.7
2026njfla,7045,101,14.4,14.4
2026njfla,8075,101.3,12.1,12.1
2026njfla,8117,101.7,10.7,10.6
2026njfla,8513,112.8,11.2,11.1
2026njfla,8706,109.7,9.8,10
2026njfla,8707,58.6,13.9,14
2026njfla,8771,99,11.1,10.7
2026njfla,9116,87.2,10.1,10.2
2026njfla,9424,58.9,8.9,8.6
2026njfla,10232,56.7,11.1,11.1
2026njfla,10366,85.1,12.5,12.2
2026njfla,10995,62.2,9.4,9.4
2026njfla,10997,84.5,11.7,11.7
2026njrob,25,113.2,11.2,10.8
2026njrob,56,114.6,11.2,13.1
2026njrob,87,111.7,15.7,15.7
2026njrob,204,86.1,12,11.8
2026njrob,293,110.3,15.8,15.9
2026njrob,303,109.8,15,15
2026njrob,486,99.3,12.6,12.8
2026njrob,752,89.2,15,15
2026njrob,1403,114.7,10.1,10.1
2026njrob,1647,98.3,10.1,9.8
2026njrob,1672,105.8,10,10
2026njrob,1923,115.1,12.5,12.7
2026njrob,2180,111.3,10.4,10.4
2026njrob,2191,80.7,13.2,13.3
2026njrob,2495,108.8,14.3,14.3
2026njrob,2590,113.6,17.8,18
2026njrob,3340,80,10.1,10.9
2026njrob,4573,66.8,10.4,10.2
2026njrob,4653,73.4,12.7,12.4
2026njrob,5113,114,12.9,11.8
2026njrob,5438,97.8,12.6,11.7
2026njrob,5624,69.2,13,14.8
2026njrob,5684,64.4,9.9,10.1
2026njrob,6897,94.9,9.5,9.4
2026njrob,7110,81,12.5,12.5
2026njrob,8075,107.5,12.3,12.3
2026njrob,8588,70.5,11.8,12
2026njrob,9015,115,17.7,18.3
2026njrob,9100,85,11.3,11.7
2026njski,25,113.8,10.8,11.2
2026njski,56,114.5,11.3,13
2026njski,75,113.3,10.2,10.8
2026njski,102,111.7,17,18
2026njski,293,115,15.7,15.6
2026njski,303,110.6,14.1,14.2
2026njski,428,60.2,10.7,10.5
2026njski,433,106.8,10.7,10.4
2026njski,484,98.1,14.9,14.9
2026njski,1279,114.7,10.9,10.7
2026njski,1403,114.9,10.5,10.5
2026njski,2191,101.5,12.8,12.9
2026njski,2458,107.6,10.9,10.9
2026njski,2495,108.9,14.1,14.1
2026njski,3314,108.1,11.6,11.6
2026njski,3340,80.5,10.6,11.1
2026njski,3637,111.7,11.6,11.6
2026njski,4361,113.6,15.2,13.8
2026njski,4573,76,10.3,10.5
2026njski,4750,96.3,8.2,8.9
2026njski,5407,85.6,13,12.9
2026njski,5438,99,9.5,10.9
2026njski,5895,113.5,19.2,20.1
2026njski,6860,64.3,12.8,12.8
2026njski,6897,92.7,9.3,9.4
2026njski,7045,102,12.4,12.4
2026njski,8130,65.6,10.3,10.2
2026njski,8588,79.2,9.7,10.3
2026njski,8714,105.2,8.9,9.2
2026njski,9424,60,8.3,7.9
2026njski,9439,57.4,8.8,8.3
2026njski,10232,56.9,10.1,10.1
2026njski,10366,87.1,14.3,14.1
2026njski,11104,90.2,11.4,12.4
2026njtab,103,114.4,9.9,10.3
2026njtab,190,111.7,16.5,16.6
2026njtab,365,102.5,9.5,9.6
2026njtab,834,94.3,9.9,9.5
2026njtab,1218,98.9,14.4,14
2026njtab,1257,106.6,14.7,14.3
2026njtab,1391,97.2,13.8,13.5
2026njtab,1640,100.6,15.5,15.6
2026njtab,1647,110.1,9.7,9.4
2026njtab,1712,112.9,11.5,10.4
2026njtab,1807,108.8,12.2,11.1
2026njtab,1923,114,12.7,12.2
2026njtab,2554,112.9,8.1,8.6
2026njtab,2720,108.7,11.5,11.5
2026njtab,2722,114.6,11,11
2026njtab,4342,104.4,10,10.1
2026njtab,4637,70,11.3,11
2026njtab,4652,65.8,9.9,10.2
2026njtab,5401,106,11.6,11.6
2026njtab,5732,108.6,11.9,11.9
2026njtab,5789,75.2,12.5,12.5
2026njtab,7414,100.6,9.9,9.2
2026njtab,7587,102.1,15,15
2026njtab,8130,62.9,10.2,10.7
2026njtab,8704,73.7,8.2,8.2
2026njtab,8714,102.8,8.7,9.1
2026njtab,8721,62.7,9.1,9.1
2026njtab,9094,114.8,13,13.4
2026njtab,9416,61.3,11.7,11.7
2026njtab,10157,109,11.7,11.6
2026njtab,10400,92.1,11.4,11.4
2026njtab,11104,49.1,11,12.5
2026njwas,11,102.4,9.2,9.8
2026njwas,41,113.8,10.2,10
2026njwas,193,107.5,10.8,10.1
2026njwas,219,87,12.3,11.3
2026njwas,222,108.5,13,13
2026njwas,223,106.5,8.9,9.1
2026njwas,316,113.2,12.3,12.5
2026njwas,430,66.2,7.4,7.1
2026njwas,555,114.5,17.9,17.7
2026njwas,752,60.8,8.9,8.9
2026njwas,1279,104.3,10.9,10.9
2026njwas,1672,94.8,9.8,9.8
2026njwas,1676,114.4,13.2,12.7
2026njwas,1811,95.7,10.4,10.7
2026njwas,3637,114.1,12,12
2026njwas,4285,108.3,11.5,11.5
2026njwas,4361,105.9,13.5,13.5
2026njwas,5895,114.5,19.1,19
2026njwas,5992,112.6,13.6,12.9
2026njwas,6016,80.9,14.5,13.5
2026njwas,6945,67.2,10.8,11.4
2026njwas,8117,98.5,11,11.1
2026njwas,8513,113.8,13,12.9
2026njwas,8706,92.5,9.9,10.2
2026njwas,8707,57.3,13.6,13.9
2026njwas,8771,95.6,10.8,10.4
2026njwas,9015,110.2,18.3,18.7
2026njwas,9116,92.3,10.3,10.3
2026njwas,10995,63.7,9.5,9.5
2026nvlv,60,106.3,11.4,11.3
2026nvlv,987,115,11.2,11.3
2026nvlv,988,91.2,10,9.6
2026nvlv,991,107.5,13.5,13.6
2026nvlv,1011,94.8,15.8,18
2026nvlv,1165,109.3,12,11.7
2026nvlv,1726,70.9,8.5,8.5
2026nvlv,2375,114.3,15.5,15.4
2026nvlv,2438,108.2,11.1,11.2
2026nvlv,3009,114.1,16,15.5
2026nvlv,3577,110.9,11.2,11.2
2026nvlv,3882,100.8,11,11.1
2026nvlv,3990,115,13.9,13
2026nvlv,4253,113.3,11.7,12.2
2026nvlv,4270,108.6,17,17
2026nvlv,4421,112.7,14.2,14.1
2026nvlv,5049,73.9,14,14
2026nvlv,5851,96.5,12,12.1
2026nvlv,6413,109.5,13.8,15.1
2026nvlv,6479,105.9,13.5,13.4
2026nvlv,6824,113.7,13.4,13.4
2026nvlv,7183,105.7,11.9,12.1
2026nvlv,7425,97.7,12.3,12.9
2026nvlv,7426,113.7,15.4,15.3
2026nvlv,7654,55.6,11.4,11.4
2026nvlv,8005,113.9,10.5,10
2026nvlv,8229,114.4,10.9,10.7
2026nvlv,8338,66.2,12.3,12.3
2026nvlv,8387,86,11.4,11.3
2026nvlv,8503,107.2,11.2,11.2
2026nvlv,8717,90,8.7,8.7
2026nvlv,9002,53.5,13.4,13.4
2026nvlv,9018,101.4,14.6,14.9
2026nvlv,9037,89,10.1,10.1
2026nvlv,9059,114.1,13.4,13.4
2026nvlv,9151,54.3,9.1,9.9
2026nvlv,9233,115,9.1,8.7
2026nvlv,9406,114.8,11.7,11.8
2026nvlv,9426,114.3,8.4,8.4
2026nvlv,9534,92.2,12,12.2
2026nvlv,10183,111.5,10.4,10.7
2026nvlv,10186,111.1,11.5,11.7
2026nvlv,10903,112.8,11.7,12.2
2026nvlv,10905,103.6,17.6,17.6
2026nvlv,11235,53.5,7.7,6.7
2026nyli2,28,100.1,8.2,8.1
2026nyli2,263,97.5,11.6,11.5
2026nyli2,287,112.7,11.2,11.5
2026nyli2,329,99.1,11,11.3
2026nyli2,353,114.3,11.6,10.7
2026nyli2,358,103.4,11.7,11.8
2026nyli2,496,88.2,13,13
2026nyli2,514,67,8,8.1
2026nyli2,527,84.8,10.2,11.8
2026nyli2,533,111.5,13.4,13.4
2026nyli2,545,71.1,9.6,9.6
2026nyli2,564,114,14.5,14.5
2026nyli2,569,58.1,7.5,7.2
2026nyli2,601,60.6,10.6,10.4
2026nyli2,806,91.5,13.3,12.8
2026nyli2,810,114.4,11.1,11.1
2026nyli2,870,108.6,12.3,13.1
2026nyli2,871,108.3,8.7,8.9
2026nyli2,884,86.6,9.3,9
2026nyli2,1468,110.4,9.6,9.6
2026nyli2,1546,94.9,10.1,10.2
2026nyli2,1554,92.2,12.3,12.1
2026nyli2,1803,70.2,10,9.9
2026nyli2,1880,95,12.5,12.3
2026nyli2,2027,80.2,11.4,11.3
2026nyli2,2161,85.1,8.7,8.7
2026nyli2,2347,74.3,10.9,9.9
2026nyli2,2487,65.8,8.1,8.3
2026nyli2,2638,103.6,10,10
2026nyli2,2869,103.5,13,13.3
2026nyli2,2872,113.6,10,9.8
2026nyli2,2875,108.6,10.4,10.2
2026nyli2,3137,81.3,5.7,5.6
2026nyli2,3171,70.9,10.4,9.8
2026nyli2,3624,114.1,9.2,8.6
2026nyli2,3950,114.5,9.7,9.7
2026nyli2,4458,108.8,12.3,12.3
2026nyli2,4567,55.8,12.2,12.5
2026nyli2,5016,100,14.7,14.7
2026nyli2,5736,114.5,12.2,11.6
2026nyli2,6423,101.6,13,12.9
2026nyli2,6806,106.5,11.9,11.9
2026nyli2,7673,69.3,10.8,11.3
2026nyli2,8267,110.4,10,10.2
2026nyli2,9016,104.4,13.6,13.6
2026nyli2,9646,83.8,14.9,15
2026nyli2,10621,111.5,10,9.7
2026nyli2,11030,66.7,11.3,11.5
2026nyn2,334,114.8,8.8,10
2026nyn2,335,72.7,13.1,11.4
2026nyn2,358,112,11.9,12
2026nyn2,516,84.9,16.7,15.2
2026nyn2,694,114.6,18.2,18
2026nyn2,1155,113,12.3,12.7
2026nyn2,1156,113.4,10.8,10.8
2026nyn2,1796,115,10.8,10.5
2026nyn2,1880,113.6,13,12.6
2026nyn2,2265,101.5,13.4,13.5
2026nyn2,2869,101.9,12.9,13.1
2026nyn2,2875,111.2,10,9.4
2026nyn2,3158,111.8,13.6,13.6
2026nyn2,3193,102.2,14.9,14.9
2026nyn2,3646,112.9,11.8,12.6
2026nyn2,3760,49.8,7.1,7.1
2026nyn2,3950,115,10.2,10.3
2026nyn2,4027,114.6,18.9,19.2
2026nyn2,4122,112.5,12.4,12.8
2026nyn2,4571,93.5,11.6,10.9
2026nyn2,6348,108.4,10.5,10.5
2026nyn2,6402,101.3,10.3,10.4
2026nyn2,6880,67.4,9.4,9.3
2026nyn2,6911,107.8,10.2,10
2026nyn2,7272,94.8,9.9,10
2026nyn2,7551,106,16.6,16.5
2026nyn2,7636,99.2,12.2,12.2
2026nyn2,7840,113.8,10.5,11
2026nyn2,8011,113.3,8.4,7.6
2026nyn2,8267,114.6,8.6,8.8
2026nyn2,8393,114.3,14.2,14.4
2026nyn2,8739,108.5,12.8,12.4
2026nyn2,9030,71.3,7.3,7.3
2026nyn2,9642,111.4,12,9.9
2026nyn2,10045,46.9,9.2,9.2
2026nyn2,10262,102.8,11.7,11
2026nyn2,10390,72.8,10,8.6
2026nyn2,11313,106.3,9.6,8.5
2026nyny,333,113.4,10.7,10.9
2026nyny,334,113.8,9.4,10.4
2026nyny,354,102.3,13.2,13.2
2026nyny,369,100.9,13.7,13.4
2026nyny,395,111.8,11.5,11.8
2026nyny,516,78.7,16.8,15.4
2026nyny,640,65.5,8.1,8
2026nyny,694,115,18.1,18
2026nyny,743,60.6,8.4,8
2026nyny,1601,108.6,15.6,15.6
2026nyny,1635,61.1,11.9,11.1
2026nyny,2344,111.5,14.8,15.4
2026nyny,2601,114.9,11.2,11.3
2026nyny,2872,114.7,10,10.4
2026nyny,3004,68.5,14.5,11.3
2026nyny,3015,114.6,15.2,15.1
2026nyny,3017,52.7,14.1,12.8
2026nyny,3053,35.4,11.6,11.8
2026nyny,3204,86.1,14.3,14.2
2026nyny,3390,114.8,10.4,10.3
2026nyny,3419,112.5,15.3,15.2
2026nyny,4299,76.2,11.3,11.3
2026nyny,4383,79.7,9.2,9.5
2026nyny,4571,93.5,11.6,10.8
2026nyny,4729,105,11.5,11.5
2026nyny,4972,114.4,10.3,11.1
2026nyny,5123,72,12.7,13.1
2026nyny,5298,94.7,11,11
2026nyny,5421,84.4,7.5,7.1
2026nyny,5806,110.3,11.5,11.5
2026nyny,6024,112,13.2,12.7
2026nyny,6401,111.3,10.1,10.1
2026nyny,6590,109.9,11.5,11.6
2026nyny,6593,103.2,9.6,10.6
2026nyny,6648,70.3,11.1,11.1
2026nyny,6873,100.1,12.3,11.3
2026nyny,6969,84.5,8.9,8.9
2026nyny,6985,114.4,9.8,9.9
2026nyny,7036,82.8,8.3,8.4
2026nyny,7668,75.6,12.4,12.4
2026nyny,7730,84.9,8.9,9.2
2026nyny,8739,108.7,13,12.8
2026nyny,9030,72.5,7.7,7.7
2026nyny,9295,64.6,11.1,10.5
2026nyny,9509,77.6,12.5,10.5
2026nyny,9636,89.4,10.7,11
2026nyny,9642,109.1,11.8,10.7
2026nyny,10229,106.3,10.5,10.6
2026nyny,10452,107.9,7.1,7.1
2026nyny,10454,61.6,11.3,11.2
2026nyny,11090,84.4,9.5,11
2026nysu,250,101.2,12.4,12.1
2026nysu,333,114.2,10.7,10.4
2026nysu,369,104.8,13.6,13.8
2026nysu,395,67.3,12.8,12.8
2026nysu,639,110.8,9.2,9.4
2026nysu,1056,111.8,12.5,12.2
2026nysu,1155,105.3,12.5,12.5
2026nysu,1796,111.6,10.8,10.6
2026nysu,2053,112.4,12.7,12.8
2026nysu,2265,113.1,13.6,13.6
2026nysu,2601,114.4,11.1,11.2
2026nysu,2791,112.4,14.5,14.3
2026nysu,3004,64.3,14.4,11.2
2026nysu,3204,81.3,14.4,14.5
2026nysu,3419,105.6,15.1,15.2
2026nysu,4091,69.6,12.6,12.6
2026nysu,4122,110.7,12.4,13.1
2026nysu,5123,62.7,12.8,14.1
2026nysu,5298,94.9,11,11
2026nysu,5806,109.2,11.5,11.5
2026nysu,5881,95.3,10.1,10.4
2026nysu,6300,98.1,12.1,12.1
2026nysu,6401,111.2,12,12
2026nysu,6463,99.2,9.9,9.6
2026nysu,6593,94.7,9.5,10.6
2026nysu,6621,109.4,15.3,15.1
2026nysu,6911,103.7,10.5,10.5
2026nysu,6969,82.8,8.8,8.8
2026nysu,7318,98.5,11.2,11.1
2026nysu,7504,81.9,11.9,11.9
2026nysu,7589,109.9,9.5,9.5
2026nysu,7611,95.6,13.6,13.6
2026nysu,7668,72.3,11.2,11.2
2026nysu,7718,98.8,10.4,10
2026nysu,7730,70.1,9,9.1
2026nysu,7748,79.2,13.1,14.2
2026nysu,7759,65.1,13,13.2
2026nysu,9077,111,14.9,14.9
2026nysu,9636,91.9,10.3,10.5
2026nysu,10152,66.7,8.5,8.8
2026nysu,10213,109.1,6.6,6.7
2026nysu,10229,112.9,10.4,10.4
2026nysu,10262,99.1,11.7,10.9
2026nysu,10413,114.9,11,10.7
2026nysu,10452,110.8,9.7,9.7
2026nysu,10922,106.4,14.3,14.3
2026nysu,11331,39.3,10.8,10.8
2026nysu,11339,64.6,11.5,11.5
2026nytr,20,110.4,14.9,16.3
2026nytr,191,114.6,16.8,16.9
2026nytr,229,92.1,14.4,14.4
2026nytr,250,100.7,12.4,12.2
2026nytr,263,106.5,12.9,12.5
2026nytr,271,114.5,13.5,13.2
2026nytr,287,113.2,11.3,11.4
2026nytr,424,107.7,19.2,19.1
2026nytr,533,114.5,14.1,14.1
2026nytr,578,106.8,12.5,11.9
2026nytr,677,97.9,12,12
2026nytr,806,82.2,13.2,13.1
2026nytr,870,115.1,12.2,13.2
2026nytr,1126,114.8,9.4,9.3
2026nytr,1405,113.4,11.6,10
2026nytr,1493,115,9.3,9.3
2026nytr,1559,113,11.5,11.4
2026nytr,1591,114.6,15.4,15.9
2026nytr,1796,113.8,11,10.7
2026nytr,1880,111.7,13.4,13.2
2026nytr,2053,111.7,12.7,12.7
2026nytr,2340,110.8,10,9.3
2026nytr,2791,112,14.2,14.1
2026nytr,3003,114.1,12.7,12.7
2026nytr,3044,114.8,12.1,12.5
2026nytr,3171,106.2,10.7,10.2
2026nytr,3173,114.8,19,19.6
2026nytr,3181,114.6,16.8,16.8
2026nytr,3624,115,9.4,9.1
2026nytr,4121,106.3,13.6,13.6
2026nytr,4122,114.1,12.3,13
2026nytr,4601,111.6,11.2,12
2026nytr,4930,115,16.2,15.8
2026nytr,5016,111.9,14.6,13.7
2026nytr,5149,96.1,11.5,11.4
2026nytr,5590,88.5,16.6,16.5
2026nytr,5736,114.4,12.3,11.8
2026nytr,5881,100.6,10.1,10.1
2026nytr,6300,104.5,12.5,12.5
2026nytr,6436,111.3,6.7,6.6
2026nytr,6463,101.9,10,9.9
2026nytr,6621,114.6,15,14.9
2026nytr,6648,71.8,11,11
2026nytr,6806,108.1,12.2,12.1
2026nytr,7031,114.4,15.8,15.9
2026nytr,7504,92.9,12,12
2026nytr,7605,106.2,8.6,9.9
2026nytr,7718,100.9,10.5,10.1
2026nytr,7759,65.4,13.1,13.3
2026nytr,7903,68.8,11.8,12.4
2026nytr,8222,114.9,13.7,13.7
2026nytr,9194,98.2,14.9,16
2026nytr,9545,113.7,17.7,17.5
2026nytr,9624,113.2,10,10
2026nytr,10202,105.5,11.9,12.5
2026nytr,10413,114.4,11.6,11.5
2026nytr,10582,71.5,9.9,9.9
2026nytr,10604,93.3,10.3,10.3
2026nytr,10714,104.9,8.9,9.2
2026nytr,11010,56.3,11.4,11.4
2026ohcl,27,112,14.6,14.8
2026ohcl,120,97.8,14.2,13.3
2026ohcl,291,96.2,6.3,6.2
2026ohcl,695,111.7,10.5,10.3
2026ohcl,1014,109.5,9.3,9.3
2026ohcl,1308,109.2,10.5,10.8
2026ohcl,1507,111.8,9.7,9.1
2026ohcl,2172,112,12.3,12.3
2026ohcl,2252,106.5,18.6,18.5
2026ohcl,2399,94.9,15.9,15.8
2026ohcl,2603,103.1,12.4,12.4
2026ohcl,3193,104.9,15,15
2026ohcl,3201,109.4,12.8,12.4
2026ohcl,3777,65.1,11.1,11
2026ohcl,4085,114.8,12.5,12.5
2026ohcl,4121,106.1,13.9,13.6
2026ohcl,4145,114.8,16.5,16.6
2026ohcl,4611,109.6,13.3,14.8
2026ohcl,5413,93.8,12.2,12.3
2026ohcl,5811,112.8,10.4,10.7
2026ohcl,6834,99.7,9,9
2026ohcl,6916,66.9,11.6,11.6
2026ohcl,6936,100.8,8.9,8.9
2026ohcl,6964,77.2,17.9,19
2026ohcl,7165,98.9,12,12.3
2026ohcl,7885,82,9.8,9.8
2026ohcl,8140,69.5,11.7,11.6
2026ohcl,8145,114.9,11.4,11.6
2026ohcl,8222,114.8,11.5,11.5
2026ohcl,8243,86.5,10.1,10
2026ohcl,8393,112.8,15.1,15.1
2026ohcl,8713,88,10,9.6
2026ohcl,8718,110.9,9.6,10.4
2026ohcl,9075,65.5,10,9.9
2026ohcl,9194,82,15.3,16.4
2026ohcl,9622,72,9.2,9.1
2026ohcl,9643,63.7,12.8,12.8
2026ohcl,9767,85.5,10.3,10.3
2026ohcl,10011,99.8,10.2,10
2026ohcl,10207,96.9,11.7,11.7
2026ohcl,10208,88.2,11.1,11.1
2026ohmv,117,114.5,14.4,14.7
2026ohmv,144,114.5,14.6,13.8
2026ohmv,325,113.5,14.5,14.6
2026ohmv,379,112.7,11.2,11.4
2026ohmv,432,97.6,14.1,14.4
2026ohmv,451,112.9,13.2,13.3
2026ohmv,554,108.1,12.4,12.4
2026ohmv,578,105.6,12.5,11.9
2026ohmv,677,100.7,11.9,12
2026ohmv,695,114.2,10.4,10.3
2026ohmv,1014,111.3,9.9,10
2026ohmv,1038,114.9,16.7,14.9
2026ohmv,1736,105.9,9.4,9.6
2026ohmv,1756,102.5,12.5,11.8
2026ohmv,1787,113,12.3,12.7
2026ohmv,2010,104.4,14.4,13.4
2026ohmv,2172,108.6,16.2,16.2
2026ohmv,2228,113.8,9.5,9.7
2026ohmv,2252,114.4,18.8,18.7
2026ohmv,2338,114.8,12.3,12.4
2026ohmv,2399,93,15.9,16.1
2026ohmv,2603,108.7,12.1,12.1
2026ohmv,2614,114.8,14.7,14.7
2026ohmv,3138,95.9,11.1,11.2
2026ohmv,3324,112.9,13.1,14.2
2026ohmv,3484,98.3,13.8,13.8
2026ohmv,3504,96.2,12.4,12.4
2026ohmv,3814,93.7,12.1,11.7
2026ohmv,4028,115,16,16.2
2026ohmv,4085,110.9,13.2,13.2
2026ohmv,4096,114.6,14.8,15.3
2026ohmv,4145,114.1,16.5,16.5
2026ohmv,4467,113.6,12.5,12.4
2026ohmv,4601,110.6,11.4,12.3
2026ohmv,4611,113.4,13.5,15
2026ohmv,5667,109.8,12.9,13.7
2026ohmv,5811,114.8,10.7,10.9
2026ohmv,6237,106.3,11.5,11.6
2026ohmv,6302,112.2,9.9,10
2026ohmv,6964,113.6,18.3,19.5
2026ohmv,8145,115,11.5,11.7
2026ohmv,8243,88.4,9.9,9.9
2026ohmv,9075,72.3,10.1,9.8
2026ohmv,9097,112.2,15.2,15.1
2026ohmv,9139,115,10.1,10.8
2026ohmv,9152,81.7,10,10
2026ohmv,10011,103.2,10.3,10.1
2026ohmv,10207,84.8,11.5,11.6
2026ohmv,10208,87.9,11.3,11.4
2026ohmv,10987,65.7,12.6,14.3
2026oktu,31,103.3,12.5,12.3
2026oktu,498,114.7,16.7,16.6
2026oktu,1209,111.7,12.5,13.1
2026oktu,1561,101.2,12.1,13.7
2026oktu,1775,108.2,12.5,12.1
2026oktu,1819,103.3,12.7,12.4
2026oktu,1832,103.3,10.3,10.2
2026oktu,2165,100,12,12
2026oktu,2333,64.3,11.2,11.2
2026oktu,2341,96.9,8.9,8.9
2026oktu,2345,114.5,11.2,11.4
2026oktu,2352,101.9,11.2,11.3
2026oktu,2359,92.5,12.9,12.8
2026oktu,2373,115,13.1,13.1
2026oktu,2403,105.6,12.9,13.4
2026oktu,2718,111.5,10.5,10.5
2026oktu,2773,106.3,14.7,14.8
2026oktu,3134,107,11.4,11.4
2026oktu,3160,114.9,14.1,14.1
2026oktu,3163,62.1,9.6,10
2026oktu,3179,96.7,14.7,13.7
2026oktu,3275,109.3,11.4,11.4
2026oktu,3277,112.1,17,17
2026oktu,3278,109.1,10.3,10.8
2026oktu,3313,111.7,18.8,18.2
2026oktu,3465,91.2,13.1,12.5
2026oktu,4005,93,13.5,12.4
2026oktu,4403,114.6,13.2,13.3
2026oktu,4523,112,12.4,12.4
2026oktu,5454,108.8,10.5,9.8
2026oktu,5550,108.8,11.4,11.4
2026oktu,5653,112.6,17.6,17.2
2026oktu,6026,96.7,13.4,13.4
2026oktu,6353,108.6,13.3,14.6
2026oktu,6424,105.8,14.5,13.7
2026oktu,8711,106.5,12.9,12.9
2026oktu,9007,64.7,10.2,10.8
2026oktu,9244,78.7,8.1,8.1
2026oktu,9462,103.5,13.7,13.7
2026oktu,9472,108.2,13.4,13.4
2026oktu,9498,94.1,14.1,14.1
2026oktu,9631,88.9,10.4,10.4
2026oktu,10377,113.2,13.7,13.7
2026oktu,10626,74.4,12.6,12.6
2026oktu,10661,92.5,14,14
2026oktu,10980,114.8,11.8,11.5
2026onbar,188,114,17.8,16
2026onbar,854,96.9,12.4,12.5
2026onbar,865,114.9,10.9,11.5
2026onbar,1305,114,11,9.7
2026onbar,1310,111,10.8,11.1
2026onbar,2706,91.5,9.5,9.7
2026onbar,3739,113.2,18.8,18.7
2026onbar,4015,77.4,10.3,10.4
2026onbar,4069,112.9,16.9,17.1
2026onbar,4688,103.9,13.3,13.5
2026onbar,4920,114.4,15.2,15.2
2026onbar,4951,86,10.1,10.1
2026onbar,5031,108,11.5,11.8
2026onbar,5672,107,9.9,9.8
2026onbar,5885,108.9,11.6,12.4
2026onbar,6110,115,13.5,14.7
2026onbar,6397,88,11.4,11.4
2026onbar,6859,63.1,12.2,12.5
2026onbar,6864,67.2,11.8,11.8
2026onbar,6865,98.7,8.9,8.8
2026onbar,7200,113.5,13.6,12.6
2026onbar,7558,111.9,12.6,12.3
2026onbar,7603,57.7,10.8,10.6
2026onbar,7659,110.1,12.5,12.6
2026onbar,8081,90.2,12.5,12.6
2026onbar,8349,92.9,10.1,10.3
2026onbar,8884,111.9,12.2,11.9
2026onbar,9569,114.9,12.2,11.7
2026onbar,9580,113.8,14.5,13.7
2026onbar,9592,110.2,16.3,16.6
2026onbar,9782,70.4,13.3,13.3
2026onbar,10611,63.3,10.8,11.1
2026oncmp1,772,88.5,18.3,17.7
2026oncmp1,865,114.1,11.5,11.5
2026oncmp1,919,91.6,11,10.6
2026oncmp1,1114,115,18.5,18.8
2026oncmp1,1305,114,11.1,9.6
2026oncmp1,1325,109.9,10.7,10.6
2026oncmp1,1334,114.1,15.8,15.2
2026oncmp1,1360,113.6,12.2,11.8
2026oncmp1,2056,114.9,14.9,14.9
2026oncmp1,2200,111.8,16.9,17
2026oncmp1,2386,114.8,13.6,13.6
2026oncmp1,2706,94.9,9.5,9.8
2026oncmp1,2708,114.9,13.5,13.5
2026oncmp1,3161,112.3,13.1,12.8
2026oncmp1,3560,98.9,9.5,9.5
2026oncmp1,3756,112.6,11,11.5
2026oncmp1,4069,115,16.9,17
2026oncmp1,4308,114.3,12.6,11.6
2026oncmp1,4476,114.7,18.7,19.2
2026oncmp1,4678,109.1,21.1,21.1
2026oncmp1,4907,115,12.7,12.4
2026oncmp1,4920,114.2,15.4,15.4
2026oncmp1,4976,105,9.2,9.2
2026oncmp1,5036,91.1,7.7,7.6
2026oncmp1,5406,114.4,19.5,19.5
2026oncmp1,5409,114.6,12.9,12.7
2026oncmp1,5596,85,9.8,9.9
2026oncmp1,5672,113.7,10.3,10.7
2026oncmp1,5689,100.1,10.5,10
2026oncmp1,5870,103.4,12.9,12.8
2026oncmp1,6875,102.3,13.8,13.8
2026oncmp1,6975,113.8,11,11.6
2026oncmp1,7200,112.9,13.6,12.5
2026oncmp1,7476,100.6,15.4,15.3
2026oncmp1,7520,114.6,9.8,9.8
2026oncmp1,7659,104.4,12.9,12.8
2026oncmp1,7712,114.4,12.4,12.4
2026oncmp1,7757,74.7,9.2,9.1
2026oncmp1,7902,114.9,12.5,13
2026oncmp1,9262,89.8,9.9,9.7
2026oncmp1,9263,114.9,12.4,12.8
2026oncmp1,9562,107.3,10.8,10.7
2026oncmp1,9569,112.7,12.4,11.8
2026oncmp1,9575,102.6,11,10.9
2026oncmp1,9580,112.5,14.6,13.7
2026oncmp1,9659,88.1,11.4,11.6
2026oncmp1,10015,113.9,14.8,15.1
2026oncmp1,10514,104.6,11.4,11.1
2026oncmp1,11227,108.6,12.3,12.6
2026oncmp1,11428,62.2,9.3,10.1
2026oncmp2,188,115,17.2,16.8
2026oncmp2,610,114.4,15.6,15.5
2026oncmp2,771,108,9.6,9.7
2026oncmp2,781,112.6,12.8,13.8
2026oncmp2,854,111.8,12.4,12.4
2026oncmp2,1229,114.8,8.2,8
2026oncmp2,1241,114.4,13.6,13.6
2026oncmp2,1310,113,11.2,11.4
