Event,Team,Robot weight,Red bumper weight,Blue bumper weight
2026mnmi2,4360,114.4,12.2,12.2
2026mnmi2,4480,93.8,15.7,15.7
2026mnmi2,4511,111.7,12.1,11.7
2026mnmi2,4607,114.6,12.1,12
2026mnmi2,4632,98.2,12.8,12.8
2026mnmi2,4687,114,8.8,9.5
2026mnmi2,4728,114.6,14.4,14.4
2026mnmi2,5232,113.8,15.8,16.5
2026mnmi2,5348,114.9,11.4,11.4
2026mnmi2,5541,88.2,15.8,14.7
2026mnmi2,5837,108.1,13.9,13.7
2026mnmi2,5913,113.6,9.1,9.3
2026mnmi2,6045,114.7,10.5,10.4
2026mnmi2,6175,99.8,12.4,12.4
2026mnmi2,6244,72.1,10.2,9.7
2026mnmi2,6628,80.7,9.9,10.1
2026mnmi2,6709,107.1,12.6,11.3
2026mnmi2,7028,114.8,11.8,11.8
2026mnmi2,7038,79.5,10.7,10.7
2026mnmi2,7048,107.2,13.9,13.9
2026mnmi2,7541,114.9,10.6,10.4
2026mnmi2,7578,102.5,12.2,12.2
2026mnmi2,7677,86,9.8,9.7
2026mnmi2,8188,101.1,12.5,12.6
2026mnmi2,8255,115,10.9,10.9
2026mnmi2,8372,59.9,8.8,8.6
2026mnmi2,8516,92.3,10.1,10
2026mnmi2,8821,80.4,12.4,12.4
2026mnmi2,8887,52.3,11.2,11.2
2026mnmi2,10173,78.4,11.5,10.7
2026mnum,2052,105.3,13.8,13.8
2026mnum,2129,113,15.1,14.8
2026mnum,2169,114.1,17.4,17.5
2026mnum,2175,87.7,13.1,12.4
2026mnum,2207,99,13.5,13.4
2026mnum,2225,90.4,11.1,11.5
2026mnum,2264,78.9,10.3,9.6
2026mnum,2472,100,12.5,12.3
2026mnum,2498,106.9,10.9,10.8
2026mnum,2500,90.3,14.7,14.1
2026mnum,2502,113.2,11.5,11.6
2026mnum,2513,68,13,12
2026mnum,2518,108.2,9.7,9.6
2026mnum,2526,107.2,10.9,11
2026mnum,2549,91.9,13.3,14
2026mnum,2574,76.4,10,10
2026mnum,2606,112.7,10.4,10.7
2026mnum,3042,84,14.6,14.1
2026mnum,3100,113.7,14.4,14.5
2026mnum,3130,113.7,11.8,11.4
2026mnum,3206,78.1,12.1,12
2026mnum,3291,81.7,20.8,20.8
2026mnum,3293,113.4,11.5,12.2
2026mnum,3630,104.9,14.2,12.2
2026mnum,3691,113.5,11.7,11.9
2026mnum,3751,90.6,10,9.5
2026mnum,3883,111.5,9.5,9.5
2026mnum,3891,84.8,14.1,14.1
2026mnum,4166,62.3,11,11
2026mnum,4198,108.7,13.4,13.3
2026mnum,4655,114.1,11.3,11.3
2026mnum,4693,56.7,10.1,10
2026mnum,5271,74.5,11.9,11.7
2026mnum,5434,99.2,11.5,11.7
2026mnum,5464,112.6,13.9,13.9
2026mnum,5996,97.5,9.8,9.8
2026mnum,6147,112.3,14.3,13
2026mnum,6217,103.9,17.5,17.6
2026mnum,6909,92.1,8,8
2026mnum,7273,102,16.2,16.5
2026mnum,8234,87.2,12.6,12.5
2026mnum,8787,58.6,11.1,11.1
2026mnum,8878,92.1,11.4,9.5
2026mnum,9157,83.9,8.1,7.9
2026mnum,10479,114.8,14,13.9
2026mnum,10490,94,16.4,16.2
2026mnum,10950,76.1,9.9,8.9
2026mnwi,111,113.9,18.4,18.6
2026mnwi,112,113.9,16.6,16.4
2026mnwi,167,114.7,15.9,15.7
2026mnwi,525,113.5,11.2,10.5
2026mnwi,695,112.7,10.5,10.4
2026mnwi,967,106.1,10.5,9.5
2026mnwi,2220,112.7,14.3,14.3
2026mnwi,2290,114.8,9,9.3
2026mnwi,2358,112.8,16.3,16.3
2026mnwi,2508,101.5,11.6,12.5
2026mnwi,2530,109.3,13.2,13.5
2026mnwi,2531,93.4,10.8,11.3
2026mnwi,2549,82.7,13.1,12.7
2026mnwi,2667,98.5,14.9,14.8
2026mnwi,2977,97,10.8,10.4
2026mnwi,2987,113.5,12.8,12
2026mnwi,3055,74.7,10.7,12
2026mnwi,3061,103.7,18.5,18.3
2026mnwi,3090,82.7,12.1,12.2
2026mnwi,3206,79.5,11.7,11.7
2026mnwi,3284,102.3,18.8,18.6
2026mnwi,3928,112.3,9.4,9.3
2026mnwi,4065,106.8,9.1,9.4
2026mnwi,4143,113.5,16.4,16.5
2026mnwi,4174,94.9,14.1,14.4
2026mnwi,4646,107.9,18.8,17.8
2026mnwi,4663,80.8,10.1,10.1
2026mnwi,4859,114.7,15.4,15.2
2026mnwi,5339,53.6,10.3,10.4
2026mnwi,5541,85.2,15.9,15.9
2026mnwi,5576,96.2,12.4,12.4
2026mnwi,5822,100,12.8,12.9
2026mnwi,5847,109.9,11.9,12
2026mnwi,5914,96.4,13.5,11.1
2026mnwi,6419,101.6,13.2,13.3
2026mnwi,6420,106.6,14.1,14.1
2026mnwi,7531,111.6,9.8,9.7
2026mnwi,7850,109.7,8.4,8.5
2026mnwi,7858,100.5,15.3,16.3
2026mnwi,9082,112.8,10.9,10.9
2026mnwi,11246,58.7,11,10.8
2026mokc,1108,102.8,14.8,15.2
2026mokc,1208,103.5,15.4,15.4
2026mokc,1710,113.9,13.7,13.3
2026mokc,1723,93.7,7.9,9.3
2026mokc,1730,115.1,11.4,11.1
2026mokc,1764,114.5,15.8,15.8
2026mokc,1785,105.9,11.6,11
2026mokc,1802,105.1,14.6,15.7
2026mokc,1806,111.2,17.1,17.3
2026mokc,1825,108.2,16.6,16.6
2026mokc,1827,89.7,12.3,12.3
2026mokc,1939,114.5,8.5,9.6
2026mokc,1987,115.2,18.6,18.6
2026mokc,1997,110.2,11,11.4
2026mokc,2001,78.5,11.8,13.5
2026mokc,2040,113.5,14.1,14.2
2026mokc,2333,64.5,11.9,11.9
2026mokc,2410,113.4,12.6,12.6
2026mokc,2560,104.1,13.6,13.7
2026mokc,3184,110.9,15.3,15.4
2026mokc,4213,112,13.4,13.3
2026mokc,4329,96.2,8.2,17.6
2026mokc,4455,109.9,12.7,12.8
2026mokc,4522,112.5,18.5,18.8
2026mokc,4766,112.3,17.5,17.3
2026mokc,5098,91.2,15.8,15.8
2026mokc,5268,80.4,10.6,11.3
2026mokc,5801,97.3,10.9,10.5
2026mokc,5809,111.9,14.7,14.4
2026mokc,5968,112,12.6,12.8
2026mokc,6817,86.4,13.7,13.3
2026mokc,7064,99.9,13.9,13.5
2026mokc,8112,74,11,11
2026mokc,8770,94.8,10.7,10.7
2026mokc,9031,87.9,9.7,9.8
2026mokc,9428,73.8,13.1,14.4
2026mokc,9445,103.7,12.5,12.5
2026mokc,9570,83.8,10.3,10.5
2026mokc,11171,59.1,10.3,10.5
2026mokc,11195,115.4,16.5,16.5
2026mose,757,104.8,12.1,12.5
2026mose,935,110.7,10.1,10.3
2026mose,937,109.5,8.9,8.9
2026mose,1625,114.9,14.3,14.3
2026mose,1763,95.6,11.1,11.1
2026mose,1769,85.3,11.9,14.3
2026mose,1810,115.1,15.2,15.2
2026mose,1827,83.4,12.3,12.3
2026mose,1847,106.7,13.1,13.1
2026mose,1986,110.4,10.7,10.8
2026mose,1987,115.4,18.1,17.9
2026mose,1994,78,13.2,13.2
2026mose,2220,112.2,14,14
2026mose,2357,112.7,14.4,14.6
2026mose,2457,107,11.2,11.4
2026mose,2704,111.4,13.8,14.2
2026mose,4455,108.4,12.6,12.8
2026mose,4624,113.7,14.8,14.8
2026mose,4959,100.8,14.3,14.3
2026mose,5013,114.4,12.7,12.8
2026mose,5041,112.4,12.1,12
2026mose,5098,91.4,15.5,15.5
2026mose,5126,108,10.1,10.2
2026mose,6017,113.2,9.5,9.4
2026mose,6843,104.2,14.2,14.4
2026mose,7064,104.9,13.7,13.3
2026mose,7102,114.2,9.5,9.9
2026mose,7483,106.2,17.1,16.8
2026mose,8112,71.7,9.9,9.9
2026mose,8740,111.8,11.2,11.1
2026mose,8825,110.1,11.2,9.9
2026mose,8880,108.9,9.2,9.1
2026mose,9316,111.7,13.6,13.6
2026mose,9410,113,13.5,13.5
2026mose,9626,103,12.4,12.4
2026mose,10225,86.9,15.1,15.4
2026mose,10333,103.8,9.8,9.7
2026mose,10435,114.4,9.3,9.9
2026mose,10453,109.3,13.2,13.4
2026mose,11171,59.2,10.1,10.2
2026mosl,931,112.3,10.2,10.2
2026mosl,1178,66.6,10.5,10.5
2026mosl,1208,111.5,15.3,15.3
2026mosl,1288,87.4,11.6,11
2026mosl,1329,111.3,11.5,11.1
2026mosl,1706,113.7,11.5,11.4
2026mosl,1785,102.4,11.6,10.9
2026mosl,1982,112.5,9.6,9.7
2026mosl,2408,63.6,11.4,11.4
2026mosl,2978,65.7,9.3,10.1
2026mosl,3200,114.3,11.1,11.1
2026mosl,3397,95.3,13.7,12.8
2026mosl,3792,96.5,11.5,11
2026mosl,3931,112.3,16,15.2
2026mosl,4256,114.6,13,13.1
2026mosl,4314,77.8,11,11.4
2026mosl,4329,93.1,8.1,8
2026mosl,4330,101.9,10.2,11.3
2026mosl,4500,108.5,12.2,11.9
2026mosl,4931,85.3,14.5,15.7
2026mosl,5002,104.6,12.9,13.1
2026mosl,5060,80,12.3,12.1
2026mosl,5176,113.8,12.9,12.9
2026mosl,5583,87.3,11.2,11.1
2026mosl,5823,99.1,11.8,11.8
2026mosl,6391,115,13,13
2026mosl,6744,105.9,9.5,9.7
2026mosl,6817,87.8,10.9,10.9
2026mosl,7452,79.5,12.1,11.9
2026mosl,7472,93.9,12.3,12.3
2026mosl,7496,112.2,11.3,11.6
2026mosl,8069,114.8,11.9,12.3
2026mosl,8077,106.1,14.3,14
2026mosl,8719,114.6,13.1,13.7
2026mosl,9031,77.2,9.7,9.5
2026mosl,9401,101.3,12.8,12.7
2026mosl,9428,82.4,12.5,13.7
2026mosl,10317,82.2,9.5,9.2
2026mosl,10322,75.2,9.6,8.9
2026mosl,11195,106.2,16.2,16.2
2026mrcmp,11,112.9,14.9,14.6
2026mrcmp,25,113.6,11.2,10.7
2026mrcmp,41,113.9,11.1,11.3
2026mrcmp,56,114.8,11.4,13.2
2026mrcmp,75,107.8,10.4,11
2026mrcmp,103,112.8,10.3,10.8
2026mrcmp,193,113.8,11.5,11.5
2026mrcmp,222,111.9,13.4,13.4
2026mrcmp,223,114.9,9.1,9.4
2026mrcmp,272,111,10.6,11.6
2026mrcmp,293,112.8,16,15.9
2026mrcmp,303,114.9,14.9,15
2026mrcmp,316,112.2,12.7,12.8
2026mrcmp,341,114.9,12.2,12.2
2026mrcmp,365,106.1,9.7,9.7
2026mrcmp,423,113.4,12.8,12.4
2026mrcmp,427,97.5,12.4,12.1
2026mrcmp,433,107,11.1,10.6
2026mrcmp,484,99.5,15.1,15.1
2026mrcmp,486,100.2,12.6,12.7
2026mrcmp,708,112.1,13.9,13.9
2026mrcmp,1089,114.7,13.9,15.1
2026mrcmp,1168,103.9,10.3,10.1
2026mrcmp,1218,108.5,15,14.3
2026mrcmp,1391,104.1,14,13.7
2026mrcmp,1403,115,10.7,10.7
2026mrcmp,1640,111.5,15.8,15.8
2026mrcmp,1672,98.9,11.1,9.9
2026mrcmp,1676,113.1,11.4,11
2026mrcmp,1712,115,11.3,10.1
2026mrcmp,1807,106.8,12.3,11.9
2026mrcmp,1923,114.9,12.2,12.4
2026mrcmp,2016,96.5,13.9,12.9
2026mrcmp,2539,114.2,13.4,12.7
2026mrcmp,2554,106.5,9.1,9.7
2026mrcmp,2590,114.6,18.7,18.9
2026mrcmp,2607,115,13.5,13.2
2026mrcmp,3314,113.8,12.7,12.7
2026mrcmp,3637,113.1,12,12
2026mrcmp,4285,115.7,12.1,12.1
2026mrcmp,4575,114,17.4,16.9
2026mrcmp,5113,112.1,12.9,11.7
2026mrcmp,5181,115,12,12.1
2026mrcmp,5401,108.4,11.6,11.6
2026mrcmp,5438,99.7,10.5,11.3
2026mrcmp,5895,114.5,19.3,20.1
2026mrcmp,6921,114.8,15.5,16.3
2026mrcmp,7045,104.4,12.6,12.5
2026mrcmp,7110,65.4,12.3,12.5
2026mrcmp,7587,97.5,14.9,14.6
2026mrcmp,8075,102.2,12.6,12.6
2026mrcmp,8117,109.7,10.2,10.2
2026mrcmp,8513,114.6,10.9,11.1
2026mrcmp,8706,110.3,10.2,10.3
2026mrcmp,9015,114.5,18.2,18.7
2026mrcmp,9027,67.8,9.1,9.1
2026mrcmp,9094,114.8,13.3,13.8
2026mrcmp,9416,67.7,12,12
2026mrcmp,10070,84.9,11.3,11.5
2026mrcmp,10157,106.4,11.7,11.8
2026mrcmp,10584,98.5,11.5,10.9
2026mrcmp,10918,106.7,11.6,11.6
2026mrcmp,10949,106.2,12.6,12.6
2026mrcmp,10979,85.2,14.2,14.8
2026mrcmp,10993,114.4,12.5,12.5
2026mslr,364,111,14.7,11.9
2026mslr,456,113.6,13.8,14.3
2026mslr,538,108,8.8,8.8
2026mslr,590,61.9,6.3,6.7
2026mslr,1421,94,8.2,8
2026mslr,1912,113.5,13.2,13.3
2026mslr,1927,80.4,11.4,11.7
2026mslr,2183,114.4,10.2,10.7
2026mslr,2221,64.4,16.6,16.6
2026mslr,2556,110.1,12.4,12.4
2026mslr,2992,111.1,12.8,12.3
2026mslr,3039,96,11.4,11
2026mslr,3606,64.3,13.7,14.3
2026mslr,3616,105.4,14.4,13.1
2026mslr,3753,102.5,10.6,10.4
2026mslr,4087,100,10.9,11
2026mslr,4107,114.7,12.2,11.9
2026mslr,4336,109.9,11.4,11.5
2026mslr,4400,109.5,13,12
2026mslr,5045,87.2,8.7,8
2026mslr,5863,102.2,8.9,9.1
2026mslr,6184,84.6,12.9,12.7
2026mslr,6998,105.9,10.8,11.4
2026mslr,7094,112,11.3,11.5
2026mslr,7474,51.7,12,11.4
2026mslr,8044,113,9.1,9
2026mslr,8808,110.1,13.2,13.3
2026mslr,9153,112.9,9.9,9.8
2026mslr,9309,85.9,13.6,13.3
2026mslr,9405,96.9,15.1,15.6
2026mslr,9503,65.1,9.8,9.2
2026mslr,9717,94.5,11.2,11
2026mslr,9734,60.9,10.8,9
2026mslr,10101,108.1,10.5,10.6
2026mslr,10217,86,14.4,14.5
2026mslr,10309,64.1,9.9,10.1
2026mslr,10655,68.2,9.5,10.1
2026mslr,10661,108.1,13.9,13.4
2026mslr,10929,63.6,11.1,12
2026mslr,10943,72.6,11.2,10.5
2026mslr,10961,107.5,14.7,12
2026mslr,11107,60.9,8.1,8
2026mslr,11265,56.1,12.8,11.2
2026mslr,11287,62.4,11.5,12.5
2026mslr,11343,60.9,14.6,14.1
2026mslr,11345,70.1,10.1,9.6
2026mxmo,3354,113.5,11.5,11.5
2026mxmo,3472,115,11.5,12
2026mxmo,3478,113.5,13.5,13.5
2026mxmo,3480,115,14,13
2026mxmo,3522,106,14.5,13.5
2026mxmo,3794,115,14,13.5
2026mxmo,3933,110,10.5,11.5
2026mxmo,4010,113,15.5,15.5
2026mxmo,4371,77,18,18
2026mxmo,4584,91.5,9,8
2026mxmo,4635,112,14,13.5
2026mxmo,4723,82.5,11.5,10.5
2026mxmo,4775,101,11,10.5
2026mxmo,4782,82,7.5,7.5
2026mxmo,5133,83.5,13,12.5
2026mxmo,5887,95.5,9.5,9.5
2026mxmo,5932,59,8.5,8
2026mxmo,5959,97,10.5,11.5
2026mxmo,6017,113.5,9,9.5
2026mxmo,6106,69,8.5,8.5
2026mxmo,6170,99.5,12,13
2026mxmo,6200,72,18.5,18.5
2026mxmo,6348,108,10.5,10.5
2026mxmo,6606,67.5,15,757.5
2026mxmo,6652,111,11,11.5
2026mxmo,6676,78.5,9,9
2026mxmo,6702,114,13.5,14
2026mxmo,6832,62.5,10,11
2026mxmo,7102,113.5,10,10
2026mxmo,7421,113.5,13,13.5
2026mxmo,7546,93,12.5,10.5
2026mxmo,8740,114,12.5,12.5
2026mxmo,8741,61.5,11,10.5
2026mxmo,9053,75.5,13.5,13.5
2026mxmo,9060,65,13,13
2026mxmo,9213,77.5,8.5,8.5
2026mxmo,9280,99,13,13.5
2026mxmo,9282,106,15.5,14
2026mxmo,10225,80.5,15,15
2026mxmo,10529,72,7.5,7.5
2026mxmo,10565,85.5,11.5,11.5
2026mxmo,10931,77,13.5,13.5
2026mxmo,11065,86,9.5,9.5
2026ncash,1225,72.9,10.2,10.2
2026ncash,1533,115,13,12.8
2026ncash,2682,111,12.3,11.7
2026ncash,2724,98,18.2,18.1
2026ncash,3196,99.7,12.8,12.8
2026ncash,3229,114.9,14.9,15.3
2026ncash,3680,69.4,13.4,13.4
2026ncash,4828,113.2,13.1,12.6
2026ncash,5518,82.1,7.2,8.4
2026ncash,5727,90.7,19,17
2026ncash,6639,98.6,18,18
2026ncash,6888,93.6,9.4,9.4
2026ncash,6908,84.6,10.4,10.5
2026ncash,6932,93.6,15.7,16
2026ncash,7763,107.2,10.9,11.2
2026ncash,7890,100.7,10.3,11.1
2026ncash,7918,112.9,12,11.7
2026ncash,8727,113.9,18.2,18
2026ncash,9150,111.1,12.2,11.5
2026ncash,9298,82.7,12,11.8
2026ncash,9605,64.9,13.1,13.2
2026ncash,9607,112,14.2,14
2026ncash,9762,63.7,10.4,9.8
2026ncash,10077,67.9,6.6,6.6
2026ncash,10107,60.1,9.1,8.1
2026ncash,10304,76.6,11,11
2026ncash,10583,90.4,10.6,9.7
2026ncash,10704,64,11,9.8
2026ncash,11377,63.2,10.5,10.7
2026ncash,11417,65.8,10,8.6
2026nccab,900,107.3,10.9,10.7
2026nccab,1225,70.9,10.2,10.2
2026nccab,2640,96.9,17.5,18
2026nccab,2724,94.6,18.1,17.9
2026nccab,3196,97.4,12.9,12.7
2026nccab,3506,113.2,15.2,14.9
2026nccab,3680,74.1,11.9,11.9
2026nccab,4534,108.7,10.9,10.3
2026nccab,4935,81.5,14,14
2026nccab,5511,84.7,11.4,12.1
2026nccab,5727,87.1,18.7,16.9
2026nccab,6500,109.3,11.6,12
2026nccab,6894,110,11,11
2026nccab,6932,92.6,16,15.8
2026nccab,8727,115,18.1,18
2026nccab,8746,94.6,12.6,12.3
2026nccab,8757,73.7,12.8,13.4
2026nccab,9005,80,10.3,10.4
2026nccab,9150,114.4,11.8,11.9
2026nccab,9198,67.7,9.7,9.7
2026nccab,9298,82,12.3,12.2
2026nccab,9605,63.6,12.9,13
2026nccab,9762,62.3,10.3,9.9
2026nccab,10107,58.9,9,9
2026nccab,10248,70,11.5,11.5
2026nccab,10412,63.2,9.8,9.8
2026nccab,10704,63.1,11,11
2026nccab,11377,63.2,10.4,10.6
2026nccmp,1225,79.9,10,10
2026nccmp,1533,110.1,17.9,17.5
2026nccmp,2059,102.3,11.7,10.6
2026nccmp,2640,105.5,18.1,18.2
2026nccmp,2682,101.7,13,12.5
2026nccmp,2724,113.2,18.3,18.2
2026nccmp,3196,97,12.9,12.6
2026nccmp,3229,113.2,15.5,15.8
2026nccmp,3336,78.7,14.9,14.6
2026nccmp,3459,111.1,12.2,12.2
2026nccmp,3506,113.3,15.6,15.9
2026nccmp,4534,115,10.9,10.4
2026nccmp,4561,109.7,14,14.5
2026nccmp,4795,111.8,10.6,11.2
2026nccmp,4828,111.1,13.2,12.8
2026nccmp,4829,114.8,12.3,12
2026nccmp,4935,86.8,13.7,13.7
2026nccmp,5160,94.3,13.2,14
2026nccmp,5607,114.5,15.7,15.8
2026nccmp,6004,102,14.3,14.8
2026nccmp,6500,106.1,11.6,11.9
2026nccmp,6502,111.2,13.4,13
2026nccmp,6639,109.2,17.6,16.4
2026nccmp,6888,110.3,9.3,9.3
2026nccmp,6894,115,11.3,11.3
2026nccmp,7763,105.6,12,12.2
2026nccmp,7890,107.8,10.8,11
2026nccmp,7918,113.6,13.3,13.3
2026nccmp,8205,103.2,11,10.2
2026nccmp,8429,99.8,17.2,18.4
2026nccmp,8727,112.9,17.3,17.3
2026nccmp,8738,113.5,17.4,17.8
2026nccmp,8746,94.9,12.6,12.4
2026nccmp,8757,75.6,13.8,14.4
2026nccmp,9032,112.5,18,18.3
2026nccmp,9150,115,12.1,11.4
2026nccmp,9297,105.4,15.3,15.3
2026nccmp,9496,114.7,13.5,13.6
2026nccmp,9559,63.5,11.3,11.3
2026nccmp,9788,51.8,8.1,8.2
2026nccmp,10077,94.5,11.6,11.6
2026nccmp,10121,99.5,10.1,9.9
2026nccmp,10248,61.8,14.1,14.1
2026nccmp,10302,111.5,15.7,14
2026nccmp,11146,71.9,12.9,12.9
2026nccmp,11179,70,7.3,7.4
2026nccmp,11285,58.9,8.9,9.9
2026nccmp,11353,59.7,7.6,8.5
2026nccmp,11377,71.2,10.4,10.6
2026nccmp,11417,62.7,10.3,8.4
2026ncelo,587,109.9,12.8,12.7
2026ncelo,900,104.9,10.9,10.8
2026ncelo,1533,114.8,13.1,13
2026ncelo,2640,105.4,18.2,18.1
2026ncelo,3506,108.7,15.3,14.8
2026ncelo,3822,102.9,11.9,11.9
2026ncelo,4561,113.6,14.7,14.6
2026ncelo,4795,114.7,9.9,11.2
2026ncelo,4829,114,12.3,11.8
2026ncelo,4861,80.8,16.7,11
2026ncelo,4935,84.5,13.8,13.8
2026ncelo,5919,96,11.5,11.5
2026ncelo,6240,65,8.2,8.2
2026ncelo,6502,109.7,13.3,12.9
2026ncelo,6729,100.6,14.6,14.6
2026ncelo,7763,103.1,12.5,12.6
2026ncelo,7890,102.8,10.4,11.2
2026ncelo,7918,112.8,12.8,12.7
2026ncelo,8429,98.7,16.4,17.3
2026ncelo,8757,92.9,14,14.6
2026ncelo,9297,108.7,15.4,15.4
2026ncelo,9559,63.3,11.3,11.3
2026ncelo,9607,114.3,14.1,13.9
2026ncelo,10304,78.8,9.8,9.8
2026ncelo,10354,62.9,10.7,11
2026ncelo,10412,65.3,9.7,9.7
2026ncelo,11146,71.3,13.2,13.2
2026ncelo,11285,60.1,8.9,9.8
2026ncelo,11297,63.2,7,7
2026ncpem,435,74.6,10,10
2026ncpem,2059,98.7,11.6,10.5
2026ncpem,3336,73.3,14.3,13.9
2026ncpem,3459,111,9.2,9.2
2026ncpem,3822,101.2,11.9,11.8
2026ncpem,3893,99.9,10.4,10.3
2026ncpem,4534,110.5,11,10.4
2026ncpem,4816,81.7,13.3,13.8
2026ncpem,4829,114.8,12.2,11.9
2026ncpem,5190,102.3,14.5,14.5
2026ncpem,5607,111.8,15.7,15.8
2026ncpem,6004,96.4,12.9,13.1
2026ncpem,6242,57.3,10.5,10.5
2026ncpem,6639,100.1,17.7,17.7
2026ncpem,6729,105.8,14.7,14.7
2026ncpem,6894,113.2,11.2,11.2
2026ncpem,7443,79.7,13.5,13.7
2026ncpem,8205,83,11,10.3
2026ncpem,8758,86.4,11.2,11.2
2026ncpem,9005,81.5,10.1,10.4
2026ncpem,9032,109.9,17.5,17.9
2026ncpem,9042,58.2,12.8,12.8
2026ncpem,9198,65.6,9,9
2026ncpem,9296,64.8,10.7,10.5
2026ncpem,9297,107,15.2,15.2
2026ncpem,9496,111.9,12.6,12.6
2026ncpem,9788,62.6,8,8.2
2026ncpem,9789,61.6,12.5,12.7
2026ncpem,10260,73,11.6,11.6
2026ncpem,10583,98,10.7,9.8
2026ncpem,11146,71.7,12.8,12.8
2026ncpem,11297,63.3,8.1,7.3
2026ncpem,11417,63.9,9.7,8.3
2026ncwak,435,53.3,9.7,9.7
2026ncwak,587,102.9,13.4,13.3
2026ncwak,2059,98.9,11.2,10.8
2026ncwak,3229,114.3,14.2,14.2
2026ncwak,3336,68.4,16.6,15
2026ncwak,3459,105.1,12.2,12.2
2026ncwak,4561,114.6,14.5,14.4
2026ncwak,4795,114.1,9.9,11.4
2026ncwak,4816,88.2,13.7,13.7
2026ncwak,4828,112.2,13.5,13.1
2026ncwak,4861,68.9,16.5,10.7
2026ncwak,5160,91.7,13.2,14
2026ncwak,5919,91.1,11.8,11.8
2026ncwak,6240,64.6,8.9,8.9
2026ncwak,6502,110.1,13.2,14
2026ncwak,8429,97.2,16.4,17.2
2026ncwak,8738,111.8,18.1,17.3
2026ncwak,9042,56.7,12.2,12.2
2026ncwak,9559,63.4,11,11
2026ncwak,9788,62.6,8.1,8.2
2026ncwak,9789,62.1,12.7,12.9
2026ncwak,10072,53.2,10.5,9.6
2026ncwak,10121,93.2,9.9,11.2
2026ncwak,10302,92.6,14.5,14.5
2026ncwak,10354,62.7,10.9,11.1
2026ncwak,11161,62.2,10.7,10.7
2026ncwak,11179,62.3,7.3,7.5
2026ncwak,11285,63.5,10,10
2026ncwak,11353,62.4,8.4,8.4
2026ncwk2,2682,110.1,12.4,11.5
2026ncwk2,3893,93.9,10.4,10.2
2026ncwk2,5160,94.4,13.1,13.8
2026ncwk2,5190,102.4,11.4,11.4
2026ncwk2,5511,80.1,11.7,12.1
2026ncwk2,5518,85.9,8.3,8.3
2026ncwk2,5607,113.7,15.7,15.7
2026ncwk2,6004,93.4,12.9,13.1
2026ncwk2,6242,64.6,10.5,10.7
2026ncwk2,6500,108.9,11.6,11.9
2026ncwk2,6888,110.7,9.4,9.4
2026ncwk2,6908,84.2,10.4,10.7
2026ncwk2,7443,70.2,11.8,11.9
2026ncwk2,8205,81.6,10.9,10.2
2026ncwk2,8738,113.1,17.3,17.6
2026ncwk2,8746,91.9,12.6,12.3
2026ncwk2,8758,85.9,11.3,11.4
2026ncwk2,9032,111.5,17.4,17.9
2026ncwk2,9296,62.3,11.4,10.2
2026ncwk2,9496,112.5,12.5,12.5
2026ncwk2,10072,59.6,10.4,9.5
2026ncwk2,10077,68.1,10.4,12
2026ncwk2,10121,85.2,10,11.1
2026ncwk2,10248,62.7,13,14.1
2026ncwk2,10260,75.8,11.4,11.4
2026ncwk2,10302,109.6,15.2,13.8
2026ncwk2,11161,63.3,9.8,9.8
2026ncwk2,11179,68.9,7.3,7.5
2026ncwk2,11353,61.6,7.6,8.3
2026ndgf,876,114.1,9.7,9.6
2026ndgf,877,88.3,13.4,13.6
2026ndgf,1710,114.3,13.7,13
2026ndgf,2450,92.1,10.9,10.7
2026ndgf,2654,108.8,11.6,11.5
2026ndgf,2883,106.3,11.5,11.6
2026ndgf,3023,102.7,15.9,15
2026ndgf,3026,101.6,17.9,17.6
2026ndgf,3134,105.2,11.5,11.5
2026ndgf,3275,106.3,11.5,11.5
2026ndgf,3276,114.4,8.2,12.6
2026ndgf,3277,102.9,15,15
2026ndgf,3278,103.4,10.1,10.6
2026ndgf,3293,112.2,10.5,11.6
2026ndgf,3300,55.1,10.2,10.6
2026ndgf,3313,107.6,18.6,18.3
2026ndgf,4181,114,11.8,11.8
2026ndgf,4198,109.2,13.3,13
2026ndgf,4226,107.5,7.7,8.7
2026ndgf,4239,84.6,15.1,15.1
2026ndgf,4360,103.9,12.3,12.3
2026ndgf,4480,65.1,15.8,15.8
2026ndgf,4539,102.8,16.3,15.8
2026ndgf,4593,108.7,11.3,12.4
2026ndgf,4607,106.7,11.4,11.7
2026ndgf,5464,113.8,13.9,13.9
2026ndgf,5638,98.1,11,10.4
2026ndgf,5653,111.3,17.5,17.7
2026ndgf,5658,96.7,11.4,11.5
2026ndgf,5929,72.5,12.1,11.7
2026ndgf,6146,94.1,9.4,8.9
2026ndgf,6175,98,12.5,12.4
2026ndgf,6453,64.4,14.9,14.9
2026ndgf,6628,77.1,9.7,9.8
2026ndgf,6709,109,12.6,11.4
2026ndgf,6749,113.1,11.7,11.8
2026ndgf,7028,103,12.4,12.4
2026ndgf,7048,111.3,13.5,13.5
2026ndgf,7068,94.1,8.3,8.2
2026ndgf,7235,82.1,10.4,9.9
2026ndgf,7257,114.8,9.1,9.6
2026ndgf,7530,95.7,14.2,14.2
2026ndgf,7578,108.9,12.5,12.5
2026ndgf,7677,89.6,9.8,9.7
2026ndgf,8188,104.3,12.7,12.6
2026ndgf,8255,114.8,10.8,10.8
2026ndgf,8586,60,10,10.1
2026ndgf,8878,79.5,10.3,11.1
